x Tfem Texact
0.0775 0.0009126761032 0.000912677222
0.078 0.000920905538 0.0009209066636
0.0785 0.0009291701239 0.0009291712563
0.079 0.0009374699585 0.0009374710977
0.0795 0.0009458051396 0.0009458062856
0.08 0.0009541757649 0.0009541769177
0.0805 0.0009625819322 0.0009625830917
0.081 0.0009710237391 0.0009710249054
0.0815 0.0009795012834 0.0009795024564
0.082 0.0009880146627 0.0009880158424
0.0825 0.0009965639746 0.0009965651611
0.083 0.001005149317 0.00100515051
0.0835 0.001013770787 0.001013771987
0.084 0.001022428483 0.00102242969
0.0845 0.001031122502 0.001031123716
0.085 0.001039852942 0.001039854162
0.0855 0.001048619901 0.001048621127
0.086 0.001057423475 0.001057424709
0.0865 0.001066263763 0.001066265003
0.087 0.001075140863 0.001075142109
0.0875 0.001084054871 0.001084056124
0.088 0.001093005885 0.001093007145
0.0885 0.001101994003 0.00110199527
0.089 0.001111019323 0.001111020596
0.0895 0.001120081941 0.001120083221
0.09 0.001129181955 0.001129183242
0.0905 0.001138319464 0.001138320757
0.091 0.001147494563 0.001147495863
0.0915 0.001156707351 0.001156708657
0.092 0.001165957925 0.001165959238
0.0925 0.001175246383 0.001175247703
0.093 0.001184572822 0.001184574148
0.0935 0.001193937339 0.001193938672
0.094 0.001203340032 0.001203341371
0.0945 0.001212780998 0.001212782344
0.095 0.001222260334 0.001222261687
0.0955 0.001231778138 0.001231779497
0.096 0.001241334508 0.001241335873
0.0965 0.00125092954 0.001250930912
0.097 0.001260563331 0.00126056471
0.0975 0.00127023598 0.001270237365
0.098 0.001279947583 0.001279948974
0.0985 0.001289698237 0.001289699635
0.099 0.001299488041 0.001299489445
0.0995 0.00130931709 0.001309318501
0.1 0.001319185483 0.001319186901
0.1005 0.001329093317 0.00132909474
0.101 0.001339040688 0.001339042118
0.1015 0.001349027694 0.00134902913
0.102 0.001359054432 0.001359055875
0.1025 0.001369120999 0.001369122449
0.103 0.001379227493 0.001379228949
0.1035 0.00138937401 0.001389375472
0.104 0.001399560648 0.001399562116
0.1045 0.001409787503 0.001409788978
0.105 0.001420054673 0.001420056155
0.1055 0.001430362255 0.001430363743
0.106 0.001440710346 0.00144071184
0.1065 0.001451099043 0.001451100543
0.107 0.001461528443 0.00146152995
0.1075 0.001471998642 0.001472000156
0.108 0.001482509739 0.001482511259
0.1085 0.00149306183 0.001493063356
0.109 0.001503655011 0.001503656543
0.1095 0.001514289381 0.001514290919
0.11 0.001524965035 0.001524966579
0.1105 0.001535682071 0.001535683622
0.111 0.001546440585 0.001546442142
0.1115 0.001557240675 0.001557242238
0.112 0.001568082437 0.001568084007
0.1125 0.001578965968 0.001578967544
0.113 0.001589891366 0.001589892948
0.1135 0.001600858726 0.001600860315
0.114 0.001611868146 0.001611869741
0.1145 0.001622919722 0.001622921323
0.115 0.001634013552 0.001634015159
0.1155 0.001645149732 0.001645151345
0.116 0.001656328358 0.001656329977
0.1165 0.001667549528 0.001667551153
0.117 0.001678813337 0.001678814969
0.1175 0.001690119884 0.001690121522
0.118 0.001701469265 0.001701470909
0.1185 0.001712861575 0.001712863225
0.119 0.001724296912 0.001724298569
0.1195 0.001735775373 0.001735777036
0.12 0.001747297054 0.001747298722
0.1205 0.001758862051 0.001758863726
0.121 0.001770470462 0.001770472143
0.1215 0.001782122382 0.001782124069
0.122 0.001793817909 0.001793819602
0.1225 0.001805557139 0.001805558838
0.123 0.001817340168 0.001817341873
0.1235 0.001829167093 0.001829168804
0.124 0.00184103801 0.001841039727
0.1245 0.001852953016 0.001852954739
0.125 0.001864912207 0.001864913936
0.1255 0.00187691568 0.001876917415
0.126 0.001888963531 0.001888965272
0.1265 0.001901055856 0.001901057603
0.127 0.001913192752 0.001913194505
0.1275 0.001925374315 0.001925376074
0.128 0.001937600641 0.001937602406
0.1285 0.001949871827 0.001949873598
0.129 0.00196218797 0.001962189746
0.1295 0.001974549164 0.001974550947
0.13 0.001986955507 0.001986957296
0.1305 0.001999407095 0.00199940889
0.131 0.002011904024 0.002011905824
0.1315 0.00202444639 0.002024448196
0.132 0.002037034289 0.002037036102
0.1325 0.002049667818 0.002049669636
0.133 0.002062347073 0.002062348897
0.1335 0.00207507215 0.002075073979
0.134 0.002087843144 0.002087844979
0.1345 0.002100660152 0.002100661993
0.135 0.00211352327 0.002113525117
0.1355 0.002126432595 0.002126434448
0.136 0.002139388221 0.00213939008
0.1365 0.002152390246 0.00215239211
0.137 0.002165438764 0.002165440634
0.1375 0.002178533873 0.002178535749
0.138 0.002191675668 0.002191677549
0.1385 0.002204864244 0.002204866131
0.139 0.002218099698 0.002218101591
0.1395 0.002231382126 0.002231384025
0.14 0.002244711624 0.002244713528
0.1405 0.002258088287 0.002258090197
0.141 0.002271512211 0.002271514126
0.1415 0.002284983491 0.002284985413
0.142 0.002298502225 0.002298504152
0.1425 0.002312068507 0.00231207044
0.143 0.002325682434 0.002325684372
0.1435 0.0023393441 0.002339346044
0.144 0.002353053602 0.002353055552
0.1445 0.002366811035 0.00236681299
0.145 0.002380616496 0.002380618456
0.1455 0.002394470079 0.002394472045
0.146 0.002408371879 0.002408373851
0.1465 0.002422321994 0.002422323971
0.147 0.002436320518 0.002436322501
0.1475 0.002450367547 0.002450369535
0.148 0.002464463176 0.00246446517
0.1485 0.002478607501 0.0024786095
0.149 0.002492800618 0.002492802622
0.1495 0.002507042621 0.002507044631
0.15 0.002521333606 0.002521335622
0.1505 0.002535673669 0.00253567569
0.151 0.002550062905 0.002550064931
0.1515 0.002564501409 0.002564503441
0.152 0.002578989277 0.002578991314
0.1525 0.002593526604 0.002593528646
0.153 0.002608113485 0.002608115532
0.1535 0.002622750015 0.002622752068
0.154 0.00263743629 0.002637438349
0.1545 0.002652172405 0.002652174469
0.155 0.002666958456 0.002666960525
0.1555 0.002681794536 0.002681796611
0.156 0.002696680742 0.002696682822
0.1565 0.002711617168 0.002711619253
0.157 0.002726603911 0.002726606001
0.1575 0.002741641063 0.002741643159
0.158 0.002756728722 0.002756730823
0.1585 0.002771866981 0.002771869087
0.159 0.002787055936 0.002787058047
0.1595 0.002802295682 0.002802297798
0.16 0.002817586313 0.002817588435
0.1605 0.002832927925 0.002832930052
0.161 0.002848320613 0.002848322745
0.1615 0.002863764471 0.002863766608
0.162 0.002879259593 0.002879261736
0.1625 0.002894806076 0.002894808224
0.163 0.002910404014 0.002910406166
0.1635 0.002926053501 0.002926055659
0.164 0.002941754633 0.002941756795
0.1645 0.002957507503 0.00295750967
0.165 0.002973312207 0.002973314379
0.1655 0.002989168839 0.002989171017
0.166 0.003005077494 0.003005079677
0.1665 0.003021038267 0.003021040455
0.167 0.003037051252 0.003037053445
0.1675 0.003053116544 0.003053118741
0.168 0.003069234236 0.003069236439
0.1685 0.003085404425 0.003085406632
0.169 0.003101627203 0.003101629416
0.1695 0.003117902666 0.003117904883
0.17 0.003134230908 0.00313423313
0.1705 0.003150612024 0.003150614251
0.171 0.003167046107 0.003167048339
0.1715 0.003183533252 0.003183535488
0.172 0.003200073553 0.003200075795
0.1725 0.003216667105 0.003216669352
0.173 0.003233314002 0.003233316253
0.1735 0.003250014338 0.003250016594
0.174 0.003266768207 0.003266770468
0.1745 0.003283575703 0.003283577969
0.175 0.003300436921 0.003300439192
0.1755 0.003317351955 0.00331735423
0.176 0.003334320898 0.003334323178
0.1765 0.003351343845 0.00335134613
0.177 0.00336842089 0.003368423179
0.1775 0.003385552126 0.00338555442
0.178 0.003402737648 0.003402739946
0.1785 0.003419977549 0.003419979852
0.179 0.003437271924 0.003437274232
0.1795 0.003454620866 0.003454623178
0.18 0.003472024469 0.003472026786
0.1805 0.003489482827 0.003489485148
0.181 0.003506996034 0.003506998359
0.1815 0.003524564182 0.003524566513
0.182 0.003542187367 0.003542189702
0.1825 0.003559865682 0.003559868022
0.183 0.00357759922 0.003577601564
0.1835 0.003595388075 0.003595390423
0.184 0.00361323234 0.003613234693
0.1845 0.00363113211 0.003631134467
0.185 0.003649087477 0.003649089839
0.1855 0.003667098535 0.003667100901
0.186 0.003685165378 0.003685167748
0.1865 0.003703288098 0.003703290473
0.187 0.00372146679 0.003721469169
0.1875 0.003739701546 0.003739703929
0.188 0.00375799246 0.003757994848
0.1885 0.003776339625 0.003776342017
0.189 0.003794743135 0.003794745531
0.1895 0.003813203082 0.003813205483
0.19 0.00383171956 0.003831721965
0.1905 0.003850292662 0.003850295071
0.191 0.003868922481 0.003868924894
0.1915 0.00388760911 0.003887611527
0.192 0.003906352642 0.003906355064
0.1925 0.00392515317 0.003925155596
0.193 0.003944010788 0.003944013218
0.1935 0.003962925587 0.003962928021
0.194 0.003981897661 0.003981900099
0.1945 0.004000927103 0.004000929545
0.195 0.004020014006 0.004020016452
0.1955 0.004039158461 0.004039160912
0.196 0.004058360563 0.004058363018
0.1965 0.004077620404 0.004077622863
0.197 0.004096938076 0.004096940539
0.1975 0.004116313673 0.004116316139
0.198 0.004135747286 0.004135749756
0.1985 0.004155239008 0.004155241483
0.199 0.004174788933 0.004174791411
0.1995 0.004194397151 0.004194399633
0.2 0.004214063757 0.004214066243
0.2005 0.004233788841 0.004233791331
0.201 0.004253572497 0.004253574991
0.2015 0.004273414817 0.004273417315
0.202 0.004293315893 0.004293318395
0.2025 0.004313275818 0.004313278323
0.203 0.004333294683 0.004333297192
0.2035 0.004353372582 0.004353375094
0.204 0.004373509605 0.004373512121
0.2045 0.004393705845 0.004393708365
0.205 0.004413961395 0.004413963918
0.2055 0.004434276345 0.004434278873
0.206 0.004454650789 0.00445465332
0.2065 0.004475084818 0.004475087353
0.207 0.004495578524 0.004495581063
0.2075 0.004516131999 0.004516134541
0.208 0.004536745335 0.004536747881
0.2085 0.004557418623 0.004557421172
0.209 0.004578151956 0.004578154509
0.2095 0.004598945424 0.00459894798
0.21 0.004619799121 0.00461980168
0.2105 0.004640713136 0.004640715699
0.211 0.004661687562 0.004661690128
0.2115 0.004682722491 0.00468272506
0.212 0.004703818013 0.004703820586
0.2125 0.00472497422 0.004724976797
0.213 0.004746191205 0.004746193785
0.2135 0.004767469057 0.00476747164
0.214 0.004788807869 0.004788810456
0.2145 0.004810207731 0.004810210321
0.215 0.004831668735 0.004831671329
0.2155 0.004853190973 0.004853193569
0.216 0.004874774534 0.004874777134
0.2165 0.004896419511 0.004896422114
0.217 0.004918125994 0.0049181286
0.2175 0.004939894075 0.004939896684
0.218 0.004961723844 0.004961726456
0.2185 0.004983615392 0.004983618007
0.219 0.00500556881 0.005005571429
0.2195 0.005027584189 0.005027586811
0.22 0.00504966162 0.005049664245
0.2205 0.005071801194 0.005071803821
0.221 0.005094003 0.005094005631
0.2215 0.005116267131 0.005116269764
0.222 0.005138593675 0.005138596312
0.2225 0.005160982725 0.005160985365
0.223 0.00518343437 0.005183437013
0.2235 0.005205948701 0.005205951347
0.224 0.005228525809 0.005228528457
0.2245 0.005251165783 0.005251168434
0.225 0.005273868714 0.005273871367
0.2255 0.005296634692 0.005296637348
0.226 0.005319463807 0.005319466467
0.2265 0.005342356151 0.005342358813
0.227 0.005365311812 0.005365314477
0.2275 0.00538833088 0.005388333548
0.228 0.005411413447 0.005411416117
0.2285 0.005434559601 0.005434562274
0.229 0.005457769433 0.005457772109
0.2295 0.005481043033 0.005481045711
0.23 0.00550438049 0.00550438317
0.2305 0.005527781894 0.005527784577
0.231 0.005551247335 0.00555125002
0.2315 0.005574776902 0.00557477959
0.232 0.005598370685 0.005598373376
0.2325 0.005622028774 0.005622031467
0.233 0.005645751258 0.005645753954
0.2335 0.005669538227 0.005669540925
0.234 0.00569338977 0.00569339247
0.2345 0.005717305976 0.005717308679
0.235 0.005741286935 0.00574128964
0.2355 0.005765332735 0.005765335443
0.236 0.005789443467 0.005789446176
0.2365 0.005813619219 0.00581362193
0.237 0.00583786008 0.005837862794
0.2375 0.005862166139 0.005862168855
0.238 0.005886537485 0.005886540204
0.2385 0.005910974208 0.005910976928
0.239 0.005935476395 0.005935479118
0.2395 0.005960044137 0.005960046862
0.24 0.005984677521 0.005984680248
0.2405 0.006009376636 0.006009379365
0.241 0.006034141571 0.006034144302
0.2415 0.006058972414 0.006058975147
0.242 0.006083869254 0.006083871989
0.2425 0.00610883218 0.006108834917
0.243 0.006133861279 0.006133864018
0.2435 0.006158956641 0.006158959381
0.244 0.006184118353 0.006184121095
0.2445 0.006209346503 0.006209349247
0.245 0.00623464118 0.006234643927
0.2455 0.006260002473 0.006260005221
0.246 0.006285430468 0.006285433217
0.2465 0.006310925254 0.006310928005
0.247 0.006336486919 0.006336489672
0.2475 0.00636211555 0.006362118305
0.248 0.006387811236 0.006387813992
0.2485 0.006413574064 0.006413576822
0.249 0.006439404123 0.006439406882
0.2495 0.006465301498 0.006465304259
0.25 0.006491266279 0.006491269042
0.2505 0.006517298553 0.006517301317
0.251 0.006543398406 0.006543401172
0.2515 0.006569565927 0.006569568694
0.252 0.006595801203 0.006595803971
0.2525 0.00662210432 0.00662210709
0.253 0.006648475367 0.006648478138
0.2535 0.00667491443 0.006674917202
0.254 0.006701421596 0.006701424369
0.2545 0.006727996952 0.006727999727
0.255 0.006754640586 0.006754643362
0.2555 0.006781352583 0.006781355361
0.256 0.006808133032 0.00680813581
0.2565 0.006834982018 0.006834984797
0.257 0.006861899628 0.006861902409
0.2575 0.006888885949 0.006888888731
0.258 0.006915941067 0.00691594385
0.2585 0.006943065069 0.006943067853
0.259 0.006970258042 0.006970260826
0.2595 0.00699752007 0.006997522856
0.26 0.007024851242 0.007024854028
0.2605 0.007052251642 0.007052254429
0.261 0.007079721357 0.007079724145
0.2615 0.007107260473 0.007107263262
0.262 0.007134869077 0.007134871866
0.2625 0.007162547253 0.007162550043
0.263 0.007190295088 0.007190297879
0.2635 0.007218112667 0.007218115459
0.264 0.007246000077 0.007246002869
0.2645 0.007273957402 0.007273960195
0.265 0.007301984729 0.007301987523
0.2655 0.007330082142 0.007330084937
0.266 0.007358249728 0.007358252523
0.2665 0.007386487571 0.007386490367
0.267 0.007414795757 0.007414798553
0.2675 0.007443174372 0.007443177168
0.268 0.007471623499 0.007471626295
0.2685 0.007500143224 0.007500146021
0.269 0.007528733632 0.007528736429
0.2695 0.007557394808 0.007557397606
0.27 0.007586126837 0.007586129635
0.2705 0.007614929803 0.007614932601
0.271 0.007643803792 0.00764380659
0.2715 0.007672748887 0.007672751685
0.272 0.007701765173 0.007701767971
0.2725 0.007730852735 0.007730855533
0.273 0.007760011657 0.007760014455
0.2735 0.007789242022 0.007789244821
0.274 0.007818543917 0.007818546715
0.2745 0.007847917423 0.007847920222
0.275 0.007877362627 0.007877365425
0.2755 0.00790687961 0.007906882409
0.276 0.007936468458 0.007936471256
0.2765 0.007966129254 0.007966132052
0.277 0.007995862082 0.00799586488
0.2775 0.008025667025 0.008025669822
0.278 0.008055544167 0.008055546964
0.2785 0.008085493591 0.008085496388
0.279 0.008115515382 0.008115518178
0.2795 0.008145609621 0.008145612417
0.28 0.008175776392 0.008175779188
0.2805 0.008206015779 0.008206018574
0.281 0.008236327864 0.008236330659
0.2815 0.008266712731 0.008266715525
0.282 0.008297170462 0.008297173255
0.2825 0.008327701139 0.008327703932
0.283 0.008358304847 0.008358307639
0.2835 0.008388981666 0.008388984458
0.284 0.008419731681 0.008419734471
0.2845 0.008450554972 0.008450557762
0.285 0.008481451624 0.008481454413
0.2855 0.008512421717 0.008512424505
0.286 0.008543465334 0.008543468121
0.2865 0.008574582557 0.008574585343
0.287 0.008605773468 0.008605776253
0.2875 0.008637038149 0.008637040933
0.288 0.008668376682 0.008668379465
0.2885 0.008699789148 0.00869979193
0.289 0.008731275629 0.00873127841
0.2895 0.008762836207 0.008762838987
0.29 0.008794470963 0.008794473742
0.2905 0.008826179979 0.008826182756
0.291 0.008857963335 0.008857966111
0.2915 0.008889821113 0.008889823887
0.292 0.008921753393 0.008921756167
0.2925 0.008953760258 0.00895376303
0.293 0.008985841787 0.008985844557
0.2935 0.009017998062 0.009018000831
0.294 0.009050229162 0.00905023193
0.2945 0.00908253517 0.009082537936
0.295 0.009114916165 0.009114918929
0.2955 0.009147372227 0.00914737499
0.296 0.009179903437 0.009179906198
0.2965 0.009212509876 0.009212512635
0.297 0.009245191622 0.009245194379
0.2975 0.009277948757 0.009277951512
0.298 0.00931078136 0.009310784113
0.2985 0.00934368951 0.009343692262
0.299 0.009376673288 0.009376676038
0.2995 0.009409732773 0.009409735521
0.3 0.009442868045 0.009442870791
0.3005 0.009476079183 0.009476081926
0.301 0.009509366266 0.009509369007
0.3015 0.009542729373 0.009542732112
0.302 0.009576168584 0.009576171321
0.3025 0.009609683978 0.009609686712
0.303 0.009643275633 0.009643278365
0.3035 0.009676943627 0.009676946357
0.304 0.009710688041 0.009710690768
0.3045 0.009744508952 0.009744511677
0.305 0.009778406438 0.009778409161
0.3055 0.009812380579 0.009812383299
0.306 0.009846431452 0.009846434169
0.3065 0.009880559135 0.00988056185
0.307 0.009914763706 0.009914766418
0.3075 0.009949045244 0.009949047953
0.308 0.009983403826 0.009983406532
0.3085 0.01001783953 0.01001784223
0.309 0.01005235243 0.01005235513
0.3095 0.01008694261 0.01008694531
0.31 0.01012161014 0.01012161284
0.3105 0.01015635511 0.0101563578
0.311 0.01019117758 0.01019118027
0.3115 0.01022607764 0.01022608033
0.312 0.01026105536 0.01026105804
0.3125 0.01029611082 0.0102961135
0.313 0.01033124409 0.01033124677
0.3135 0.01036645526 0.01036645793
0.314 0.0104017444 0.01040174707
0.3145 0.01043711158 0.01043711424
0.315 0.01047255688 0.01047255954
0.3155 0.01050808037 0.01050808303
0.316 0.01054368215 0.0105436848
0.3165 0.01057936226 0.01057936492
0.317 0.01061512081 0.01061512346
0.3175 0.01065095785 0.0106509605
0.318 0.01068687347 0.01068687611
0.3185 0.01072286774 0.01072287038
0.319 0.01075894074 0.01075894337
0.3195 0.01079509253 0.01079509516
0.32 0.01083132321 0.01083132583
0.3205 0.01086763283 0.01086763545
0.321 0.01090402148 0.01090402409
0.3215 0.01094048923 0.01094049184
0.322 0.01097703615 0.01097703876
0.3225 0.01101366232 0.01101366493
0.323 0.01105036781 0.01105037042
0.3235 0.01108715271 0.0110871553
0.324 0.01112401707 0.01112401966
0.3245 0.01116096097 0.01116096356
0.325 0.0111979845 0.01119798708
0.3255 0.01123508772 0.0112350903
0.326 0.0112722707 0.01127227327
0.3265 0.01130953352 0.01130953609
0.327 0.01134687625 0.01134687882
0.3275 0.01138429897 0.01138430153
0.328 0.01142180174 0.0114218043
0.3285 0.01145938465 0.0114593872
0.329 0.01149704775 0.0114970503
0.3295 0.01153479114 0.01153479368
0.33 0.01157261487 0.0115726174
0.3305 0.01161051902 0.01161052155
0.331 0.01164850366 0.01164850618
0.3315 0.01168656886 0.01168657138
0.332 0.0117247147 0.01172471722
0.3325 0.01176294125 0.01176294376
0.333 0.01180124857 0.01180125108
0.3335 0.01183963675 0.01183963925
0.334 0.01187810584 0.01187810834
0.3345 0.01191665593 0.01191665842
0.335 0.01195528708 0.01195528957
0.3355 0.01199399937 0.01199400184
0.336 0.01203279286 0.01203279533
0.3365 0.01207166762 0.01207167008
0.337 0.01211062373 0.01211062619
0.3375 0.01214966125 0.0121496637
0.338 0.01218878026 0.0121887827
0.3385 0.01222798082 0.01222798326
0.339 0.01226726301 0.01226726544
0.3395 0.01230662689 0.01230662932
0.34 0.01234607253 0.01234607496
0.3405 0.01238560001 0.01238560243
0.341 0.01242520939 0.0124252118
0.3415 0.01246490074 0.01246490315
0.342 0.01250467413 0.01250467653
0.3425 0.01254452963 0.01254453202
0.343 0.0125844673 0.01258446969
0.3435 0.01262448722 0.0126244896
0.344 0.01266458946 0.01266459183
0.3445 0.01270477407 0.01270477644
0.345 0.01274504113 0.01274504349
0.3455 0.01278539071 0.01278539306
0.346 0.01282582288 0.01282582522
0.3465 0.01286633769 0.01286634003
0.347 0.01290693522 0.01290693756
0.3475 0.01294761554 0.01294761787
0.348 0.01298837871 0.01298838103
0.3485 0.0130292248 0.01302922711
0.349 0.01307015388 0.01307015618
0.3495 0.01311116601 0.0131111683
0.35 0.01315226125 0.01315226354
0.3505 0.01319343969 0.01319344197
0.351 0.01323470137 0.01323470364
0.3515 0.01327604636 0.01327604863
0.352 0.01331747474 0.013317477
0.3525 0.01335898656 0.01335898881
0.353 0.0134005819 0.01340058414
0.3535 0.01344226081 0.01344226304
0.354 0.01348402336 0.01348402559
0.3545 0.01352586962 0.01352587184
0.355 0.01356779965 0.01356780186
0.3555 0.01360981352 0.01360981572
0.356 0.01365191128 0.01365191347
0.3565 0.013694093 0.01369409519
0.357 0.01373635876 0.01373636093
0.3575 0.0137787086 0.01377871077
0.358 0.01382114259 0.01382114476
0.3585 0.01386366081 0.01386366296
0.359 0.0139062633 0.01390626544
0.3595 0.01394895013 0.01394895227
0.36 0.01399172137 0.0139917235
0.3605 0.01403457708 0.01403457919
0.361 0.01407751731 0.01407751942
0.3615 0.01412054214 0.01412054424
0.362 0.01416365162 0.01416365371
0.3625 0.01420684581 0.0142068479
0.363 0.01425012479 0.01425012686
0.3635 0.0142934886 0.01429349066
0.364 0.01433693731 0.01433693936
0.3645 0.01438047097 0.01438047302
0.365 0.01442408966 0.0144240917
0.3655 0.01446779343 0.01446779546
0.366 0.01451158235 0.01451158436
0.3665 0.01455545646 0.01455545847
0.367 0.01459941584 0.01459941783
0.3675 0.01464346053 0.01464346252
0.368 0.01468759061 0.01468759259
